rank,company,ticker,cik,public_float_usd,public_float,tier
2567,GLADSTONE LAND Corp,LANDO,1495240,342300000,$342M,mid
2568,"Sionna Therapeutics, Inc.",SION,2036042,342014009,$342M,mid
2569,"LINDBLAD EXPEDITIONS HOLDINGS, INC.",LIND,1512499,341600000,$342M,mid
2570,M3-Brigade Acquisition VI Corp.,MBVIU,2073928,340500000,$340M,mid
2571,NORTHWEST BIOTHERAPEUTICS INC,NWBO,1072379,340239000,$340M,mid
2572,SANDRIDGE ENERGY INC,SD,1349436,340100000,$340M,mid
2573,Cerence Inc.,CRNC,1768267,340000000,$340M,mid
2574,Opendoor Technologies Inc.,OPENZ,1801169,339866979,$340M,mid
2575,Varex Imaging Corp,VREX,1681622,339300000,$339M,mid
2576,BOSTON OMAHA Corp,BOC,1494582,339121697,$339M,mid
2577,UNITY BANCORP INC /NJ/,UNTY,920427,338659526,$339M,mid
2578,"B&G Foods, Inc.",BGS,1278027,337917765,$338M,mid
2579,Community West Bancshares,CWBC,1127371,336710000,$337M,mid
2580,Clean Energy Fuels Corp.,CLNE,1368265,336172900,$336M,mid
2581,"Postal Realty Trust, Inc.",PSTL,1759774,336000000,$336M,mid
2582,Chatham Lodging Trust,CLDT-PA,1476045,335006575,$335M,mid
2583,"Outset Medical, Inc.",OM,1484612,334700000,$335M,mid
2584,AMARIN CORP PLC\UK,AMRN,897448,334700000,$335M,mid
2585,Neonode Inc.,NEON,87050,334359366,$334M,mid
2586,"Cricut, Inc.",CRCT,1828962,333400000,$333M,mid
2587,RIGEL PHARMACEUTICALS INC,RIGL,1034842,331600000,$332M,mid
2588,GBank Financial Holdings Inc.,GBFH,1791145,330600000,$331M,mid
2589,"KinderCare Learning Companies, Inc.",KLC,1873529,328346029,$328M,mid
2590,"ClearPoint Neuro, Inc.",CLPT,1285550,328000000,$328M,mid
2591,USANA HEALTH SCIENCES INC,USNA,896264,328000000,$328M,mid
2592,LIGHTBRIDGE Corp,LTBR,1084554,327566337,$328M,mid
2593,"Altimmune, Inc.",ALT,1326190,326800000,$327M,mid
2594,Ares Management Corp,ARES-PB,1176948,326653262,$327M,mid
2595,PROTHENA CORP PUBLIC LTD CO,PRTA,1559053,326600000,$327M,mid
2596,LUXFER HOLDINGS PLC,LXFR,1096056,325718817,$326M,mid
2597,"Five Point Holdings, LLC",FPH,1574197,325400000,$325M,mid
2598,Velos Acquisition I Corp.,VLOSU,2016072,324587500,$325M,mid
2599,"JELD-WEN Holding, Inc.",JELD,1674335,324400000,$324M,mid
2600,"Ardent Health, Inc.",ARDT,1756655,324300000,$324M,mid
2601,CIK 1831363,,1831363,324170335,$324M,mid
2602,Seneca Foods Corp,SENEL,88948,324037648,$324M,mid
2603,CEA Industries Inc.,BNCWW,1482541,323500000,$324M,mid
2604,Arcturus Therapeutics Holdings Inc.,ARCT,1768224,323500000,$324M,mid
2605,CIK 1962918,,1962918,322600000,$323M,mid
2606,"National CineMedia, Inc.",NCMI,1377630,322262565,$322M,mid
2607,CIK 1975218,,1975218,321200000,$321M,mid
2608,FARMERS & MERCHANTS BANCORP INC,FMAO,792966,321142346,$321M,mid
2609,"Aura Biosciences, Inc.",AURA,1501796,321000000,$321M,mid
2610,Republic Digital Acquisition Co,RDAGW,2055459,321000000,$321M,mid
2611,COMPASS MINERALS INTERNATIONAL INC,CMP,1227654,318890203,$319M,mid
2612,"HBT Financial, Inc.",HBT,775215,318300000,$318M,mid
2613,"McGraw Hill, Inc.",MH,1951070,318000000,$318M,mid
2614,NEKTAR THERAPEUTICS,NKTR,906709,318000000,$318M,mid
2615,Pioneer Acquisition I Corp,PACHW,2040381,317830000,$318M,mid
2616,Solid Biosciences Inc.,SLDB,1707502,317700000,$318M,mid
2617,CIK 1531978,,1531978,317600000,$318M,mid
2618,WEST BANCORPORATION INC,WTBA,1166928,317424991,$317M,mid
2619,WEN Acquisition Corp,WENNU,2057043,317258550,$317M,mid
2620,"Erasca, Inc.",ERAS,1761918,316400000,$316M,mid
2621,MATRIX SERVICE CO,MTRX,866273,316400000,$316M,mid
2622,ACCO BRANDS Corp,ACCO,712034,316100000,$316M,mid
2623,"Jefferson Capital, Inc. / DE",JCAP,2046042,316000000,$316M,mid
2624,Palladyne AI Corp.,PDYNW,1826681,315500000,$316M,mid
2625,"Mayville Engineering Company, Inc.",MEC,1766368,315257162,$315M,mid
2626,CEVA INC,CEVA,1173489,314441638,$314M,mid
2627,"Orange County Bancorp, Inc. /DE/",OBT,1754226,314300000,$314M,mid
2628,"MICROVISION, INC.",MVIS,65770,313800000,$314M,mid
2629,"AlTi Global, Inc.",ALTI,1838615,313700000,$314M,mid
2630,OCTAVE SPECIALTY GROUP INC,OSG,874501,313633817,$314M,mid
2631,"ZIPRECRUITER, INC.",ZIP,1617553,313400000,$313M,mid
2632,Berto Acquisition Corp.,TACOW,2033122,312756300,$313M,mid
2633,CIK 1819974,,1819974,312500000,$312M,mid
2634,"Mama's Creations, Inc.",MAMA,1520358,312426240,$312M,mid
2635,"Ponce Financial Group, Inc.",PDLB,1874071,311889119,$312M,mid
2636,"NATHANS FAMOUS, INC.",NATH,69733,310117000,$310M,mid
2637,"Hagerty, Inc.",HGTY,1840776,309900000,$310M,mid
2638,"Fluence Energy, Inc.",FLNC,1868941,309200000,$309M,mid
2639,HAVERTY FURNITURE COMPANIES INC,HVT-A,216085,307318284,$307M,mid
2640,"Gevo, Inc.",GEVO,1392380,306500000,$306M,mid
2641,NeuroPace Inc,NPCE,1528287,306200000,$306M,mid
2642,New Providence Acquisition Corp. III/Cayman,NPACU,2048948,306153000,$306M,mid
2643,CIK 1413837,,1413837,305000000,$305M,mid
2644,CIK 1444380,,1444380,305000000,$305M,mid
2645,"Latham Group, Inc.",SWIM,1833197,304679669,$305M,mid
2646,CIK 917491,,917491,303911472,$304M,mid
2647,Absci Corp,ABSI,1672688,303800000,$304M,mid
2648,"OIL STATES INTERNATIONAL, INC",OIS,1121484,303757961,$304M,mid
2649,GP-Act III Acquisition Corp.,GPATW,1834526,303312500,$303M,mid
2650,CIK 2006291,,2006291,302450000,$302M,mid
2651,Centurion Acquisition Corp.,ALFUW,2010930,302450000,$302M,mid
2652,SIGA TECHNOLOGIES INC,SIGA,1010086,302150075,$302M,mid
2653,"WW INTERNATIONAL, INC.",WW,105319,301346714,$301M,mid
2654,Ranpak Holdings Corp.,PACK,1712463,301100000,$301M,mid
2655,Grayscale Litecoin Trust (LTC),LTCN,1732406,300846495,$301M,mid
2656,MARCUS CORP,MCS,62234,300567941,$301M,mid
2657,UNISYS CORP,UIS,746838,300400000,$300M,mid
2658,MOTORCAR PARTS OF AMERICA INC,MPAA,918251,300342000,$300M,mid
2659,Summit Midstream Corp,SMC,2024218,300292924,$300M,mid
2660,UR-ENERGY INC,URG,1375205,300200000,$300M,mid
2661,Horizon Technology Finance Corp,HTFC,1487428,300000000,$300M,mid
2662,"MARAVAI LIFESCIENCES HOLDINGS, INC.",MRVI,1823239,300000000,$300M,mid
2663,Ribbon Communications Inc.,RBBN,1708055,299500000,$300M,mid
2664,Organogenesis Holdings Inc.,ORGO,1661181,299400000,$299M,mid
2665,CIK 1923840,,1923840,298500000,$298M,mid
2666,Brand Engagement Network Inc.,BNAIW,1838163,298460000,$298M,mid
2667,INVESTORS TITLE CO,ITIC,720858,297745366,$298M,mid
2668,TREASURE GLOBAL INC,TGL,1905956,297600000,$298M,mid
2669,"Tyra Biosciences, Inc.",TYRA,1863127,297300000,$297M,mid
2670,K&F GROWTH ACQUISITION CORP. II,KFIIU,2029976,297024710,$297M,mid
2671,"Fulcrum Therapeutics, Inc.",FULC,1680581,296079672,$296M,mid
2672,"Sana Biotechnology, Inc.",SANA,1770121,295100000,$295M,mid
2673,"Arteris, Inc.",AIP,1667011,295000000,$295M,mid
2674,Industrial Logistics Properties Trust,ILPT,1717307,294500000,$294M,mid
2675,CIK 1828723,,1828723,294353035,$294M,mid
2676,CIK 1827506,,1827506,294000000,$294M,mid
2677,SOUTHERN FIRST BANCSHARES INC,SFST,1090009,292504676,$293M,mid
2678,Atlanticus Holdings Corp,ATLCZ,1464343,292100000,$292M,mid
2679,CIK 1220754,,1220754,291800000,$292M,mid
2680,"Aquestive Therapeutics, Inc.",AQST,1398733,291600000,$292M,mid
2681,"Custom Truck One Source, Inc.",CTOS,1709682,291400000,$291M,mid
2682,CIK 2034268,,2034268,291200000,$291M,mid
2683,STANDARD BIOTOOLS INC.,LAB,1162194,290900000,$291M,mid
2684,Alussa Energy Acquisition Corp. II,ALUB-UN,2041493,290375000,$290M,mid
2685,CIK 852772,,852772,290174732,$290M,mid
2686,FutureCrest Acquisition Corp.,FCRS-WT,2074697,290000000,$290M,mid
2687,"TaskUs, Inc.",TASK,1829864,289600000,$290M,mid
2688,"Jade Biosciences, Inc.",JBIO,1798749,289400000,$289M,mid
2689,"Claros Mortgage Trust, Inc.",CMTG,1666291,289000000,$289M,mid
2690,LESAKA TECHNOLOGIES INC,LSAK,1041514,288493330,$288M,mid
2691,Venu Holding Corp,VENU,1770501,287043620,$287M,mid
2692,Quantum-Si Inc,QSI,1816431,286300000,$286M,mid
2693,RBB Bancorp,RBB,1499422,286210716,$286M,mid
2694,"NorthEast Community Bancorp, Inc./MD/",NECB,1847398,284500000,$284M,mid
2695,"Fulgent Genetics, Inc.",FLGT,1674930,284300000,$284M,mid
2696,CIK 2012964,,2012964,284000000,$284M,mid
2697,BayCom Corp,BCML,1730984,283200000,$283M,mid
2698,CIK 1327318,,1327318,282455081,$282M,mid
2699,Runway Growth Finance Corp.,RWAYL,1653384,282000000,$282M,mid
2700,8X8 INC /DE/,EGHT,1023731,281600000,$282M,mid
2701,Westrock Coffee Co,WEST,1806347,281500000,$282M,mid
2702,"International Money Express, Inc.",IMXI,1683695,281367974,$281M,mid
2703,"Humacyte, Inc.",HUMAW,1818382,280300000,$280M,mid
2704,ONITY GROUP INC.,ONIT,873860,280294372,$280M,mid
2705,CITIZENS & NORTHERN CORP,CZNC,810958,280273757,$280M,mid
2706,"Ocugen, Inc.",OCGN,1372299,279200000,$279M,mid
2707,TriplePoint Venture Growth BDC Corp.,TPVG,1580345,278800000,$279M,mid
2708,SES AI Corp,SESCW,1819142,278500000,$278M,mid
2709,Titan Acquisition Corp.,TACHW,2009183,278000000,$278M,mid
2710,SilverBox Corp V,SBXE-WT,2081909,277932000,$278M,mid
2711,Factorial Energy Inc.,FACWW,2049662,277656000,$278M,mid
2712,AMERICAN COASTAL INSURANCE Corp,ACIC,1401521,277582000,$278M,mid
2713,"INFINITY NATURAL RESOURCES, INC.",INR,2029118,277442275,$277M,mid
2714,"Compass Therapeutics, Inc.",CMPX,1738021,277000000,$277M,mid
2715,Civeo Corp,CVEO,1590584,276806089,$277M,mid
2716,CIK 1058867,,1058867,276500000,$276M,mid
2717,"NewtekOne, Inc.",NEWTO,1587987,276500000,$276M,mid
2718,"Paysign, Inc.",PAYS,1496443,276377168,$276M,mid
2719,RED RIVER BANCSHARES INC,RRBI,1071236,276100000,$276M,mid
2720,"Rapport Therapeutics, Inc.",RAPP,2012593,275840930,$276M,mid
2721,Trailblazer Acquisition Corp.,BLZRW,2075310,275275000,$275M,mid
2722,COLONY BANKCORP INC,CBAN,711669,275200000,$275M,mid
2723,ABEONA THERAPEUTICS INC.,ABEO,318306,273252724,$273M,mid
2724,PARK OHIO HOLDINGS CORP,PKOH,76282,272035804,$272M,mid
2725,Tonix Pharmaceuticals Holding Corp.,TNXP,1430306,271370839,$271M,mid
2726,CIK 1159167,,1159167,271300000,$271M,mid
2727,CIK 1701051,,1701051,271300000,$271M,mid
2728,"First Bancorp, Inc /ME/",FNLC,765207,271239386,$271M,mid
2729,Kuber Resources Corp,KUBR,1081834,270976291,$271M,mid
2730,"Gossamer Bio, Inc.",GOSS,1728117,270800000,$271M,mid
2731,Bold Eagle Acquisition Corp.,BEAGR,1852207,270126000,$270M,mid
2732,"SS Innovations International, Inc.",SSII,1676163,270113872,$270M,mid
2733,CIK 2006815,,2006815,270000000,$270M,mid
2734,Bitwise Ethereum ETF,ETHW,2013744,269274600,$269M,mid
2735,Vanda Pharmaceuticals Inc.,VNDA,1347178,268700000,$269M,mid
2736,ProCap Acquisition Corp,PCAPU,2056634,268000000,$268M,mid
2737,Biglari Holdings Inc.,BH,1726173,267698652,$268M,mid
2738,CIK 1846510,,1846510,267630043,$268M,mid
2739,Renatus Tactical Acquisition Corp I,RTACU,2035173,267582000,$268M,mid
2740,"BILI Social International, Inc.",BSCL,1109262,267279445,$267M,mid
2741,Greystone Housing Impact Investors LP,GHI,1059142,266953368,$267M,mid
2742,BICYCLE THERAPEUTICS PLC,BCYC,1761612,266666552,$267M,mid
2743,"TREACE MEDICAL CONCEPTS, INC.",TMCI,1630627,265900000,$266M,mid
2744,CITIZENS FINANCIAL SERVICES INC,CZFS,739421,264808000,$265M,mid
2745,CIK 2034269,,2034269,264700000,$265M,mid
2746,Bioventus Inc.,BVS,1665988,264400000,$264M,mid
2747,"Strata Critical Medical, Inc.",SRTA,1779128,263900000,$264M,mid
2748,Oyster Enterprises II Acquisition Corp,OYSEU,2042182,262940880,$263M,mid
2749,KALTURA INC,KLTR,1432133,262900000,$263M,mid
2750,"Atea Pharmaceuticals, Inc.",AVIR,1593899,262600000,$263M,mid
2751,MVB FINANCIAL CORP,MVBF,1277902,262300000,$262M,mid
2752,"Petco Health & Wellness Company, Inc.",WOOF,1826470,262000000,$262M,mid
2753,"KULR Technology Group, Inc.",KULR,1662684,260648095,$261M,mid
2754,Inflection Point Acquisition Corp. III,IPCXR,2012318,260252600,$260M,mid
2755,"FS Bancorp, Inc.",FSBW,1530249,259816442,$260M,mid
2756,"Zenas BioPharma, Inc.",ZBIO,1953926,259300000,$259M,mid
2757,"Health Catalyst, Inc.",HCAT,1636422,259000000,$259M,mid
2758,"Rezolute, Inc.",RZLT,1509261,258827000,$259M,mid
2759,"Riley Exploration Permian, Inc.",REPX,1001614,258700000,$259M,mid
2760,EvoAir Holdings Inc.,EVOH,1700844,258401343,$258M,mid
2761,"Distribution Solutions Group, Inc.",DSGR,703604,258112845,$258M,mid
2762,"Merlin, Inc.",MRLN,2028707,257750000,$258M,mid
2763,Kochav Defense Acquisition Corp.,KCHVU,2053799,257427500,$257M,mid
2764,COMPASS Pathways plc,CMPS,1816590,257100000,$257M,mid
2765,"Cantor Equity Partners V, Inc.",CEPV,2034266,256300000,$256M,mid
2766,RMR GROUP INC.,RMR,1644378,256100000,$256M,mid
2767,OOMA INC,OOMA,1327688,256000000,$256M,mid
2768,GENESCO INC,GCO,18498,255000000,$255M,mid
2769,"ReposiTrak, Inc.",TRAK,50471,254345000,$254M,mid
2770,"Verastem, Inc.",VSTM,1526119,253804995,$254M,mid
2771,Oxley Bridge Acquisition Ltd,OBAWW,2034313,253253000,$253M,mid
2772,Blue Water Acquisition Corp. III,BLUWW,2050501,253253000,$253M,mid
2773,"Corvus Pharmaceuticals, Inc.",CRVS,1626971,251900000,$252M,mid
2774,DBV Technologies S.A.,DBVTF,1613780,250900000,$251M,mid
2775,UNITED STATES ANTIMONY CORP,UAMY,101538,250314273,$250M,mid
2776,ASURE SOFTWARE INC,ASUR,884144,250308366,$250M,mid
2777,GRAFTECH INTERNATIONAL LTD,EAF,931148,250300000,$250M,mid
2778,CIK 1860879,,1860879,250000483,$250M,mid
2779,KOPIN CORP,KOPN,771266,249887595,$250M,mid
2780,CIK 1438231,,1438231,249000000,$249M,mid
2781,"Krispy Kreme, Inc.",DNUT,1857154,248900000,$249M,mid
2782,DeFi Development Corp.,DFUKF,1805526,248448542,$248M,mid
2783,CIK 1169445,,1169445,247987565,$248M,mid
2784,Legacy Housing Corp,LEGH,1436208,247297780,$247M,mid
2785,Soulpower Acquisition Corp.,SOUL-UN,2025608,246984000,$247M,mid
2786,PLUMAS BANCORP,PLBC,1168455,246700000,$247M,mid
2787,Andretti Acquisition Corp. II,POLEW,2025341,246628800,$247M,mid
2788,"Waterstone Financial, Inc.",WSBF,1569994,246200000,$246M,mid
2789,CIK 1843477,,1843477,246133305,$246M,mid
2790,Teamshares Inc,TMSWW,2048951,246100000,$246M,mid
2791,Perimeter Acquisition Corp. I,PMTRW,2061473,245605500,$246M,mid
2792,Limoneira CO,LMNR,1342423,245600000,$246M,mid
2793,"Candel Therapeutics, Inc.",CADL,1841387,245300000,$245M,mid
2794,CIK 1018399,,1018399,244831574,$245M,mid
2795,"Annexon, Inc.",ANNX,1528115,244400000,$244M,mid
2796,"Ranger Energy Services, Inc.",RNGR,1699039,244200000,$244M,mid
2797,Karat Packaging Inc.,KRT,1758021,244136753,$244M,mid
2798,Ares Commercial Real Estate Corp,ACRE,1529377,243860476,$244M,mid
2799,RAYONIER ADVANCED MATERIALS INC.,RYAM,1597672,243729095,$244M,mid
2800,"FrontView REIT, Inc.",FVR,1988494,243500000,$244M,mid
2801,"Olema Pharmaceuticals, Inc.",OLMA,1750284,243100000,$243M,mid
2802,TREDEGAR CORP,TG,850429,242702935,$243M,mid
2803,"Public Policy Holding Company, Inc.",PPHC,1903508,242553173,$243M,mid
2804,Anterix Inc.,ATEX,1304492,241938984,$242M,mid
2805,Lovesac Co,LOVE,1701758,241847507,$242M,mid
2806,Citi Trends Inc,CTRN,1318484,241618980,$242M,mid
2807,Teucrium Commodity Trust,CORN,1471824,241575584,$242M,mid
2808,Lionheart Holdings,CUBWU,2015955,241500000,$242M,mid
2809,Hennessy Capital Investment Corp. VIII,HCICU,2099093,241500000,$242M,mid
2810,Aldel Financial II Inc.,ALDFW,2031561,241270000,$241M,mid
2811,"Priority Technology Holdings, Inc.",PRTHU,1653558,241200000,$241M,mid
2812,"BEYOND MEAT, INC.",BYND,1655210,241200000,$241M,mid
2813,CIK 1195734,,1195734,241100000,$241M,mid
2814,CIK 1854401,,1854401,241100000,$241M,mid
2815,OptimizeRx Corp,OPRX,1448431,240860790,$241M,mid
2816,Graf Global Corp.,TONT-WT,1897463,240580000,$241M,mid
2817,Jackson Acquisition Co II,JACS-RI,2039058,240500000,$240M,mid
2818,FREQUENCY ELECTRONICS INC,FEIM,39020,240400000,$240M,mid
2819,"Backblaze, Inc.",BLZE,1462056,240300000,$240M,mid
2820,"Exodus Movement, Inc.",EXOD,1821534,240121380,$240M,mid
2821,SIM Acquisition Corp. I,SIMAW,2014982,239660000,$240M,mid
2822,Launch Two Acquisition Corp.,LPBBU,2023676,239660000,$240M,mid
2823,Launch One Acquisition Corp.,LPAAU,2015502,239545000,$240M,mid
2824,CIK 2029492,,2029492,239160600,$239M,mid
2825,"RADIANT LOGISTICS, INC",RLGT,1171155,239000000,$239M,mid
2826,Quanterix Corp,QTRX,1503274,239000000,$239M,mid
2827,"VIEMED HEALTHCARE, INC.",VMD,1729149,238786569,$239M,mid
2828,"Prime Medicine, Inc.",PRME,1894562,238759057,$239M,mid
2829,TIMBERLAND BANCORP INC,TSBK,1046050,238290000,$238M,mid
2830,Mechanics Bancorp,MCHB,1518715,238000000,$238M,mid
2831,"Cantor Equity Partners I, Inc.",CEPO,2027708,238000000,$238M,mid
2832,METHODE ELECTRONICS INC,MEI,65270,237700000,$238M,mid
2833,Grayscale Bitcoin Cash Trust (BCH),BCHG,1732409,237646437,$238M,mid
2834,"MBX Biosciences, Inc.",MBX,1776111,237327692,$237M,mid
2835,Roman DBDR Acquisition Corp. II,DRDBU,2032528,237130000,$237M,mid
2836,MOVADO GROUP INC,MOVAA,72573,237000000,$237M,mid
2837,"Chicago Atlantic Real Estate Finance, Inc.",REFI,1867949,236800000,$237M,mid
2838,Rithm Acquisition Corp.,RAC-WT,2047497,236600000,$237M,mid
2839,JENA ACQUISITION Corp II,JENA-RI,2060337,236440000,$236M,mid
2840,GSR IV Acquisition Corp.,GSRFU,2072404,236318445,$236M,mid
2841,Fifth Era Acquisition Corp I,FERAU,2025401,235683000,$236M,mid
2842,Regional Management Corp.,RM,1519401,235369156,$235M,mid
2843,Archimedes Tech SPAC Partners II Co.,ATIIW,2028516,235290000,$235M,mid
2844,"HERON THERAPEUTICS, INC. /DE/",HRTX,818033,235100000,$235M,mid
2845,Oportun Financial Corp,OPRT,1538716,234600000,$235M,mid
2846,Drugs Made In America Acquisition Corp.,DMAAR,2028614,234600000,$235M,mid
2847,"Replimune Group, Inc.",REPL,1737953,234500000,$234M,mid
2848,"NewLake Capital Partners, Inc.",NLCP,1854964,233959142,$234M,mid
2849,Primis Financial Corp.,FRST,1325670,233800000,$234M,mid
2850,Turtle Beach Corp,TBCH,1493761,233519589,$234M,mid
2851,"SANUWAVE Health, Inc.",SNWV,1417663,233300000,$233M,mid
2852,Sizzle Acquisition Corp. II,SZZLU,2030663,233160000,$233M,mid
2853,OTG Acquisition Corp. I,OTGAU,2077010,232300000,$232M,mid
2854,Activate Energy Acquisition Corp.,AEAQU,2083689,232180000,$232M,mid
2855,"Tectonic Therapeutic, Inc.",TECX,1681087,232000000,$232M,mid
2856,AerSale Corp,ASLE,1754170,232000000,$232M,mid
2857,"Aldeyra Therapeutics, Inc.",ALDX,1341235,231896127,$232M,mid
2858,MERCER INTERNATIONAL INC.,MERC,1333274,231700000,$232M,mid
2859,CIK 2029023,,2029023,231648525,$232M,mid
2860,"John Marshall Bancorp, Inc.",JMSB,1710482,231600000,$232M,mid
2861,"ATN International, Inc.",ATNI,879585,231000000,$231M,mid
2862,Adaptimmune Therapeutics PLC,ADAPY,1621227,230884394,$231M,mid
2863,"MAXCYTE, INC.",MXCT,1287098,230700000,$231M,mid
2864,MESABI TRUST,MSB,65172,230474323,$230M,mid
2865,"Bankwell Financial Group, Inc.",BWFG,1505732,230408751,$230M,mid
2866,"James River Group Holdings, Inc.",JRVR,1620459,230345525,$230M,mid
2867,CERUS CORP,CERS,1020214,230000000,$230M,mid
2868,Highview Merger Corp.,HVMCW,2070602,230000000,$230M,mid
2869,Launchpad Cadenza Acquisition Corp I,LPCVU,2083728,230000000,$230M,mid
2870,Texas Ventures Acquisition III Corp,TVACW,2033991,229980031,$230M,mid
2871,"Electromed, Inc.",ELMD,1488917,229679000,$230M,mid
2872,CIK 1227265,,1227265,229623085,$230M,mid
2873,Cal Redwood Acquisition Corp.,CRAQU,2058359,229310000,$229M,mid
2874,Sagimet Biosciences Inc.,SGMT,1400118,228400000,$228M,mid
2875,"HighPeak Energy, Inc.",HPK,1792849,228323105,$228M,mid
2876,Invesco DB Oil Fund,DBO,1383058,228045000,$228M,mid
2877,Target Hospitality Corp.,TH,1712189,227771256,$228M,mid
2878,CIK 1689731,,1689731,226400000,$226M,mid
2879,CIK 1442836,,1442836,226275877,$226M,mid
2880,IBEX Ltd,IBEX,1720420,226110774,$226M,mid
2881,"Global Indemnity Group, LLC",GBLI,1494904,225807147,$226M,mid
2882,"FORUM ENERGY TECHNOLOGIES, INC.",FET,1401257,225500000,$226M,mid
2883,PCB BANCORP,PCB,1423869,225100000,$225M,mid
2884,"AVIAT NETWORKS, INC.",AVNW,1377789,224400000,$224M,mid
2885,CIK 2054174,,2054174,223800000,$224M,mid
2886,FARADAY FUTURE INTELLIGENT ELECTRIC INC.,FFAI,1805521,223500520,$224M,mid
2887,"FB Bancorp, Inc. /MD/",FBLA,2013639,223200000,$223M,mid
2888,TACTILE SYSTEMS TECHNOLOGY INC,TCMD,1027838,223030304,$223M,mid
2889,"LIFECORE BIOMEDICAL, INC. DE",LFCR,1005286,222965066,$223M,mid
2890,CIK 1661458,,1661458,222800000,$223M,mid
2891,Artius II Acquisition Inc.,AACBU,2034334,222600000,$223M,mid
2892,CIK 2025396,,2025396,221980000,$222M,mid
2893,Tamboran Resources Corp,TBNRL,1997652,221466938,$221M,mid
2894,"Liminatus Pharma, Inc.",LIMNW,1971387,221000000,$221M,mid
2895,"TechTarget, Inc.",TTGT,2018064,221000000,$221M,mid
2896,Lifevantage Corp,LFVN,849146,220000000,$220M,mid
2897,"PRECIGEN, INC.",PGEN,1356090,219400000,$219M,mid
2898,"SELLAS Life Sciences Group, Inc.",SLS,1390478,219132515,$219M,mid
2899,FIDELITY D & D BANCORP INC,FDBC,1098151,219100000,$219M,mid
2900,NORWOOD FINANCIAL CORP,NWFL,1013272,218800000,$219M,mid
2901,ORASURE TECHNOLOGIES INC,OSUR,1116463,218472693,$218M,mid
2902,"Xponential Fitness, Inc.",XPOF,1802156,218400000,$218M,mid
2903,KINGSWAY Corp,KWY,1072627,217756671,$218M,mid
2904,ISABELLA BANK CORP,ISBA,842517,217706000,$218M,mid
2905,"Blaize Holdings, Inc.",BZAIW,1871638,217400000,$217M,mid
2906,NVE CORP /NEW/,NVEC,724910,217000000,$217M,mid
2907,"Lexeo Therapeutics, Inc.",LXEO,1907108,216500000,$216M,mid
2908,SilverBox Corp IV,SBXD-WT,2015947,216413900,$216M,mid
2909,LightWave Acquisition Corp.,LWACW,2061379,216056250,$216M,mid
2910,First Internet Bancorp,INBKZ,1562463,215000000,$215M,mid
2911,"TPG Mortgage Investment Trust, Inc.",MITT-PC,1514281,214436323,$214M,mid
2912,FOSTER L B CO,FSTR,352825,213944609,$214M,mid
2913,CIK 2002038,,2002038,213727500,$214M,mid
2914,"Arq, Inc.",ARQ,1515156,213400000,$213M,mid
2915,"PARKE BANCORP, INC.",PKBK,1315399,213100000,$213M,mid
2916,"Perspective Therapeutics, Inc.",CATX,728387,212873547,$213M,mid
2917,"Century Therapeutics, Inc.",IPSC,1850119,212506473,$213M,mid
2918,"ROCKET PHARMACEUTICALS, INC.",RCKTW,1281895,212500000,$212M,mid
2919,"ChargePoint Holdings, Inc.",CHPT,1777393,212100000,$212M,mid
2920,"Monte Rosa Therapeutics, Inc.",GLUE,1826457,212000000,$212M,mid
2921,Siddhi Acquisition Corp (Cayman Islands),SDHIR,2034037,211839885,$212M,mid
2922,NATURES SUNSHINE PRODUCTS INC,NATR,275053,211304715,$211M,mid
2923,"Belpointe PREP, LLC",OZ,1807046,210850551,$211M,mid
2924,ZION OIL & GAS INC,ZNOGW,1131312,210818000,$211M,mid
2925,"Rimini Street, Inc.",RMNI,1635282,210119000,$210M,mid
2926,"ALICO, INC.",ALCO,3545,210043641,$210M,mid
2927,U.S. GOLD CORP.,USAU,27093,209628891,$210M,mid
2928,AMERICAN BATTERY TECHNOLOGY Co,ABAT,1576873,208000000,$208M,mid
2929,"Chicago Atlantic BDC, Inc.",LIEN,1843162,207788142,$208M,mid
2930,"Hadron Energy, Inc.",HDRNW,2023730,207600000,$208M,mid
2931,"Tvardi Therapeutics, Inc.",TVRD,1346830,207163961,$207M,mid
2932,"KINGSTONE COMPANIES, INC.",KINS,33992,206834561,$207M,mid
2933,Silence Therapeutics plc,SLNCF,1479615,206200000,$206M,mid
2934,"Barnes & Noble Education, Inc.",BNED,1634117,206000000,$206M,mid
2935,LCNB CORP,LCNB,1074902,205966252,$206M,mid
2936,CIK 1475115,,1475115,205900000,$206M,mid
2937,WEYCO GROUP INC,WEYS,106532,205790000,$206M,mid
2938,SOUTH DAKOTA SOYBEAN PROCESSORS LLC,SDSYA,1163609,205489165,$205M,mid
2939,"Cardiff Oncology, Inc.",CRDF,1213037,205395570,$205M,mid
2940,"Velocity Financial, Inc.",VEL,1692376,205100000,$205M,mid
2941,FLOTEK INDUSTRIES INC/CN/,FTK,928054,204700000,$205M,mid
2942,NewHold Investment Corp. III,NHICW,2043699,204671250,$205M,mid
2943,"Frontier Group Holdings, Inc.",ULCC,1670076,204000000,$204M,mid
2944,Axiom Intelligence Acquisition Corp 1,AXINR,2057030,203818000,$204M,mid
2945,Blue Acquisition Corp/Cayman,BACCU,2059654,202055000,$202M,mid
2946,Invesco DB US Dollar Index Bullish Fund,UUP,1383151,201600000,$202M,mid
2947,Sky Harbour Group Corp,SKYH-WT,1823587,201200000,$201M,mid
